CPM_ID	Chinese_patent_medicine	Pinyin_term	Routes_of_administration
CPM04752	浓缩水牛角颗粒	Nongsuo Shuiniujiao Keli	Oral
CPM04753	浓缩水牛角片	Nongsuo Shuiniujiao Pian	Oral
CPM04754	浓缩养荣丸	Nongsuo Yangrong Wan	Oral
CPM04755	暖宫七味散	Nuangong Qiwei San	Oral
CPM04756	暖宫七味丸	Nuangong Qiwei Wan （Sugemule -7）	Oral
CPM04757	暖宫孕子胶囊	Nuangong Yunzi Jiaonang	Oral
CPM04758	暖宫孕子片	Nuangong Yunzi Pian	Oral
CPM04759	暖宫孕子丸	Nuangong Yunzi Wan	Oral
CPM04760	暖脐膏	Nuanqi Gao	Topical
CPM04761	暖胃舒乐胶囊	Nuanwei Shule Jiaonang	Oral
CPM04762	暖胃舒乐颗粒	Nuanwei Shule Keli	Oral
CPM04763	暖胃舒乐片	Nuanwei Shule Pian	Oral
CPM04764	诺迪康胶囊	Nuodikang Jiaonang	Oral
CPM04765	诺迪康颗粒	Nuodikang Keli	Oral
CPM04766	诺迪康口服液	Nuodikang Koufuye	Oral
CPM04767	诺迪康片	Nuodikang Pian	Oral
CPM04768	女宝胶囊	Nvbao Jiaonang	Oral
CPM04769	女金丹丸	Nvjindan Wan	Oral
CPM04770	女金胶囊	Nvjin Jiaonang	Oral
CPM04771	女金片	Nvjin Pian	Oral
CPM04772	女金糖浆	Nvjin Tangjiang	Oral
CPM04773	女金丸	Nvjin Wan	Oral
CPM04774	女科十珍丸	Nvke Shizhen Wan	Oral
CPM04775	女贞子膏	Nvzhenzi Gao	Oral
CPM04776	女贞子糖浆	Nvzhenzi Tangjiang	Oral
CPM04777	女珍颗粒	Nvzhen Keli	Oral
CPM04778	杷叶润肺止咳膏	Paye Runfei Zhike Gao	Oral
CPM04779	帕朱胶囊	Pazhu Jiaonang	Oral
CPM04780	帕朱丸	Pazhu Wan	Oral
CPM04781	排毒降脂胶囊	Paidu Jiangzhi Jiaonang	Oral
CPM04782	排毒清脂胶囊	Paidu Qingzhi Jiaonang	Oral
CPM04783	排毒清脂颗粒	Paidu Qingzhi Keli	Oral
CPM04784	排毒清脂片	Paidu Qingzhi Pian	Oral
CPM04785	排毒清脂软胶囊	Paidu Qingzhi Ruanjiaonang	Oral
CPM04786	排毒养颜胶囊	Paiduyangyan Jiaonang	Oral
CPM04787	排毒养颜片	Paidu Yangyan Pian	Oral
CPM04788	排石颗粒	Paishi Keli	Oral
CPM04789	排石利胆胶囊	Paishi Lidan Jiaonang	Oral
CPM04790	排石利胆颗粒	Paishi Lidan Keli	Oral
CPM04791	排石利胆片	Paishi Lidan Pian	Oral
CPM04792	排石通淋口服液	Paishi Tonglin Koufuye	Oral
CPM04793	盘龙七片	Panlongqi Pian	Oral
CPM04794	培坤丸	Peikun Wan	Oral
CPM04795	培元通脑胶囊	Peiyuan Tongnao Jiaonang	Oral
CPM04796	盆炎净胶囊	Penyanjing Jiaonang	Oral
CPM04797	盆炎净咀嚼片	Penyanjing Jujuepian	Oral
CPM04798	盆炎净颗粒	Penyanjing Keli（Wutang）	Oral
CPM04799	盆炎净口服液	Penyanjing Koufuye	Oral
CPM04800	盆炎净片	Penyanjing Pian	Oral
CPM04801	盆炎清栓	Penyanqing Shuan	Topical
CPM04802	皮肤病血毒片	Pifubingxuedu Pian	Oral
CPM04803	皮肤病血毒丸	Pifubing Xuedu Wan	Oral
CPM04804	皮肤康洗液	Pifukang Xiye	Topical
CPM04805	皮敏消胶囊	Piminxiao Jiaonang	Oral
CPM04806	枇杷叶膏	Pipaye Gao	Oral
CPM04807	枇杷叶糖浆	Pipaye Tangjiang	Oral
CPM04808	枇杷止咳胶囊	Pipa Zhike Jiaonang	Oral
CPM04809	枇杷止咳颗粒	Pipa Zhike Keli	Oral
CPM04810	枇杷止咳软胶囊	Pipa Zhike Ruanjiaonang	Oral
CPM04811	枇杷止咳糖浆	Qiangli Pipa Lu	Oral
CPM04812	脾肾两助丸	Pishen Liangzhu Wan	Oral
CPM04813	脾肾双补丸	Pishen Shuangbu Wan	Oral
CPM04814	脾舒宁颗粒	Pishuning Keli	Oral
CPM04815	脾胃健口服液	Piweijian Koufuye	Oral
CPM04816	脾胃舒丸	Piweishu Wan	Oral
CPM04817	辟瘟片	Biwen Pian	Oral
CPM04818	偏瘫复原丸	piantan Fuyuan Wan	Oral
CPM04819	片仔癀	Pian Zai Huang	Oral
CPM04820	片仔癀胶囊	Pianzaihuang Jiaonang	Oral
CPM04821	平安丸	Ping'an Wan	Oral
CPM04822	平贝胶囊	Pingbei Jiaonang	Oral
CPM04823	平喘抗炎胶囊	Pingchuan Kangyan Jiaonang	Oral
CPM04824	平喘益气颗粒	Pingchuan Yiqi Keli	Oral
CPM04825	平肝舒络丸	Pinggan Shuluo Wan	Oral
CPM04826	平渴颗粒	Pingke Keli	Oral
CPM04827	平溃散	Pingkui San	Oral
CPM04828	平纳糖膏	Pingna Tanggao	Oral
CPM04829	平胃片	Pingwei Pian	Oral
CPM04830	平胃丸	Pingwei Wan	Oral
CPM04831	平消胶囊	Pingxiao Jiaonang	Oral
CPM04832	平消片	Pingxiao Pian	Oral
CPM04833	平眩胶囊	Pingxuan Jiaonang	Oral
CPM04834	平痔胶囊	Pingzhi Jiaonang	Oral
CPM04835	屏风生脉胶囊	Pingfeng Shengmai Jiaonang	Oral
CPM04836	扑感片	Pugan Pian	Oral
CPM04837	蒲参胶囊	Pushen Jiaonang	Oral
CPM04838	蒲地蓝消炎胶囊	Pudilan Xiaoyan Jiaonang	Oral
CPM04839	蒲地蓝消炎口服液	Pudilan Xiaoyan Koufuye	Oral
CPM04840	蒲地蓝消炎片	Pudilan Xiaoyan Pian（Tangyi）	Oral
CPM04841	蒲公英胶囊	Pugongying Jiaonang	Oral
CPM04842	蒲公英颗粒	Pugongying Keli	Oral
CPM04843	蒲公英片	Pugongying Pian	Oral
CPM04844	蒲黄胶囊	Puhuang Jiaonang	Oral
CPM04845	蒲苓盆炎康颗粒	Puling Penyankang Keli	Oral
CPM04846	蒲郁胶囊	Puyu Jiaonang	Oral
CPM04847	蒲元和胃胶囊	Puyuan Hewei Jiaonang	Oral
CPM04848	朴沉化郁丸	Pochen Huayu Wan	Oral
CPM04849	普济丸	Puji Wan	Oral
CPM04850	普济痔疮栓	Puji Zhichuang Shuan	Topical
CPM04851	普乐安胶囊	Pulean Jiaonang	Oral
CPM04852	普乐安片	Pulean Pian	Oral
CPM04853	七宝美髯胶囊	Qibao Meiran Jiaonang	Oral
CPM04854	七宝美髯颗粒	Qibao Meiran Keli	Oral
CPM04855	七宝美髯口服液	Qibao Meiran Koufuye	Oral
CPM04856	七宝美髯丸	Qibaomeiran Wan	Oral
CPM04857	七鞭回春乐胶囊	Qibian Huichunle Jiaonang	Oral
CPM04858	七参连软膏	Qishenlian Ruangao	Topical
CPM04859	七厘胶囊	Qili Jiaonang	Oral
CPM04860	七厘散	Qili San	Oral
CPM04861	七生静片	Qishengjing Pian	Oral
CPM04862	七生力片	Qishengli Pian	Oral
CPM04863	七十味松石丸	Qishiwei Songshi Wan	Oral
CPM04864	七十味珍珠丸	Qishiwei Zhenzhu Wan	Oral
CPM04865	七味刺榆颗粒	Qiwei Ciyu Keli	Oral
CPM04866	七味苁蓉酒	Qiwei Congrong Jiu	Oral
CPM04867	七味地骨胶囊	Qiwei Digu Jiaonang	Oral
CPM04868	七味都气丸	Qiwei Duqi Wan	Oral
CPM04869	七味肝胆清胶囊	Qiwei Gandanqing Jiaonang	Oral
CPM04870	七味肝胆清颗粒	Qiwei Gandanqing Keli	Oral
CPM04871	七味广枣丸	Qiwei Guangzao Wan	Oral
CPM04872	七味诃子散	Qiwei Hezi San	Oral
CPM04873	七味红花殊胜散	Qiwei Honghua Shusheng San	Oral
CPM04874	七味红花殊胜丸	Qiwei Honghua Shusheng Wan	Oral
CPM04875	七味姜黄搽剂	Qiwei Janghuang Chaji	Topical
CPM04876	七味解毒活血膏	Qiwei Jiedu Huoxue Gao	Topical
CPM04877	七味解痛口服液	Qiwei Jietong Koufuye	Oral
CPM04878	七味榼藤子丸	Qiwei Ketengzi Wan	Oral
CPM04879	七味螃蟹甲丸	Qiwei Pangxiejia Wan	Oral
CPM04880	七味葡萄散	Qiwei Putao San	Oral
CPM04881	七味清咽气雾剂	Qiwei Qingyan Qiwuji	Topical
CPM04882	七味沙参汤散	Qiwei Shashen Tangsan	Oral
CPM04883	七味酸藤果丸	Qiwei Suantengguo Wan	Oral
CPM04884	七味糖脉舒胶囊	Qiwei Tangmaishu Jiaonang	Oral
CPM04885	七味糖脉舒片	Qiwei Tangmaishu Pian	Oral
CPM04886	七味天麻药酒	Qiwei Tianma Yaojiu	Oral
CPM04887	七味铁屑胶囊	Qiwei Tiexie Jiaonang	Oral
CPM04888	七味铁屑丸	Qiwei Tiexie Wan	Oral
CPM04889	七味通痹口服液	Qiwei Tongbi Koufuye	Oral
CPM04890	七味胃痛胶囊	Qiwei Weitong Jiaonang	Oral
CPM04891	七味温阳胶囊	Qiwei Wenyang Jiaonang	Oral
CPM04892	七味消渴胶囊	Qiwei Xiaoke Jiaonang	Oral
CPM04893	七味新消丸	Qiwei Xinxiao Wan	Oral
CPM04894	七味血病丸	Qiwei Xuebing Wan	Oral
CPM04895	七味养心健脾胶囊	Qiwei Yangxin Jianpi Jiaonang	Oral
CPM04896	七味益气胶囊	Qiwei Yiqi Jiaonang	Oral
CPM04897	七香止痛丸	Qixiang Zhitong Wan	Oral
CPM04898	七消丸	Qixao Wan	Oral
CPM04899	七星茶	Qixing Cha	Oral
CPM04900	七叶莲酊	Qiyelian Ding	Oral
CPM04901	七叶莲片	Qiyelian Pian	Oral
CPM04902	七叶神安分散片	Qiye Shenan Fensanpian	Oral
CPM04903	七叶神安片	Qiye Shen'an Pian	Oral
CPM04904	七珍丸	Qizhen Wan	Oral
CPM04905	七制香附丸	Qizhi Xiangfu Wan	Oral
CPM04906	七珠健胃茶	Qizhu Jianwei Cha	Oral
CPM04907	七子补肾酒	Qizi Bushen Jiu	Oral
CPM04908	七子填精口服液	Qizi Tianjing Koufuye	Oral
CPM04909	芪柏养心口服液	Qibai Yangxin Koufuye	Oral
CPM04910	芪贝胶囊	Qibei Jiaonang	Oral
CPM04911	芪参补血口服液	Qishen Buxue Koufuye	Oral
CPM04912	芪参虫草酒	Qishen Chongcao Jiu	Oral
CPM04913	芪参胶囊	Qishen Jiaonang	Oral
CPM04914	芪参益气滴丸	Qishen Yiqi Diwan	Oral
CPM04915	芪丹通络颗粒	Qidan Tongluo Keli	Oral
CPM04916	芪丹通脉片	Qidan Tongmai Pian	Oral
CPM04917	芪冬养血胶囊	Qidong Yangxue Jiaonang	Oral
CPM04918	芪冬颐心颗粒	Qidong Yixin Keli	Oral
CPM04919	芪冬颐心口服液	Qidong Yixin Koufuye	Oral
CPM04920	芪芳气血颗粒	Qifang Qixue Keli	Oral
CPM04921	芪风固表颗粒	Qifeng Gubiao Keli	Oral
CPM04922	芪风颗粒	Qifeng Keli	Oral
CPM04923	芪葛颗粒	Qige Keli	Oral
CPM04924	芪葛口服液	Qige Koufuye	Oral
CPM04925	芪归蝮蛇胶囊	Qigui Fushe Jiaonang	Oral
CPM04926	芪归胶囊	Qigui Jiaonang	Oral
CPM04927	芪归生血胶囊	Qigui Shengxue Jiaonang	Oral
CPM04928	芪斛楂颗粒	Qihuzha Keli	Oral
CPM04929	芪黄颗粒	Qihuang Keli	Oral
CPM04930	芪黄通秘软胶囊	Qihuang Tongmi Ruanjiaonang	Oral
CPM04931	芪黄消渴胶囊	Qihuang Xiaoke Jiaonang	Oral
CPM04932	芪甲利肺胶囊	Qijia lifei Jiaonang	Oral
CPM04933	芪胶升白胶囊	Qijiao Shengbai Jiaonang	Oral
CPM04934	芪蓝扶正颗粒	Qilan Fuzheng Keli	Oral
CPM04935	芪棱片	Qileng Pian	Oral
CPM04936	芪苈强心胶囊	Qili Qiangxin Jiaonang	Oral
CPM04937	芪连口服液	Qilian Koufuye	Oral
CPM04938	芪苓益气颗粒	Qiling Yiqi Keli	Oral
CPM04939	芪苓益气片	Qiling Yiqi Pian	Oral
CPM04940	芪龙胶囊	Qilong Jiaonang	Oral
CPM04941	芪鹿补血颗粒	Qilu Buxue Keli	Oral
CPM04942	芪鹿益肾片	Qilu Yishen Pian	Oral
CPM04943	芪明颗粒	Qiming Keli	Oral
CPM04944	芪蓉润肠口服液	Qirong Runchang Koufuye	Oral
CPM04945	芪三七活血颗粒	Qisanqi Huoxue Keli	Oral
CPM04946	芪桑益肝丸	Qisang Yigan Wan	Oral
CPM04947	芪麝丸	Qishe Wan	Oral
CPM04948	芪天扶正胶囊	Qitian Fuzheng Jiaonang	Oral
CPM04949	芪味糖平胶囊	Qiwei Tangping Jiaonang	Oral
CPM04950	芪仙补肾胶囊	Qixian Bushen Jiaonang	Oral
CPM04951	芪香益肾颗粒	Qixiang Yishen Keli	Oral
CPM04952	芪芎通络胶囊	Qixiong Tongluo Jiaonang。	Oral
CPM04953	芪药消渴胶囊	Qiyao Xiaoke Jiaonang	Oral
CPM04954	芪元益气补血口服液	Qiyuan Yiqi Buxue Koufuye	Oral
CPM04955	芪枣健胃茶	Qizao Jianwei Cha	Oral
CPM04956	芪枣颗粒	Qizao Keli	Oral
CPM04957	芪枣口服液	Qizao Koufuye	Oral
CPM04958	芪珍胶囊	Qizhen Jiaonang	Oral
CPM04959	芪蛭降糖胶囊	Qizhi Jiangtang Jiaonang	Oral
CPM04960	芪蛭降糖片	Qizhi Jiangtang Pian	Oral
CPM04961	芪蛭胶囊	Qizhi Jiaonang	Oral
CPM04962	奇应内消膏	Qiying Neixiao Gao	Topical
CPM04963	耆鹿逐痹胶囊	Qilu Zhubi Jiaonang	Oral
CPM04964	耆鹿逐痹口服液	Qilu Zhubi Koufuye	Oral
CPM04965	蕲蛇风湿酒	Qishe Fengshi Jiu	Oral
CPM04966	蕲蛇药酒	Qishe Yaojiu	Oral
CPM04967	麒麟丸	Qiin Wan	Oral
CPM04968	杞参补肾颗粒	Qishen Bushen Keli	Oral
CPM04969	杞黄益肾口服液	Qihuang Yishen Koufuye	Oral
CPM04970	杞菊地黄合剂	Qiju Dihuang Heji	Oral
CPM04971	杞菊地黄胶囊	Qiju Dihuang Jiaonang	Oral
CPM04972	杞菊地黄口服液	Qiju Dihuang Koufuye	Oral
CPM04973	杞菊地黄丸	Qiju Dihuang Wan	Oral
CPM04974	杞菊润目颗粒	Qiju Runmu Keli	Oral
CPM04975	杞鹿温肾胶囊	Qilu Wenshen Jiaonang	Oral
CPM04976	杞茸助阳口服液	Qirong Zhuyang Koufuye	Oral
CPM04977	杞蓉胶囊	Qirong Jiaonang	Oral
CPM04978	杞蓉片	Qirong Pian	Oral
CPM04979	杞蓉养血口服液	Qirong Yangxue Koufuye	Oral
CPM04980	杞蓉益精颗粒	Qirong Yijing Keli	Oral
CPM04981	杞天口服液	Qitian Koufuye	Oral
CPM04982	杞药消渴口服液	Qiyao Xiaoke Koufuye	Oral
CPM04983	杞枣口服液	Qizao Koufuye	Oral
CPM04984	启脾口服液	Qipi Koufuye	Oral
CPM04985	启脾丸	Qipi Wan	Oral
CPM04986	气管炎丸	Qiguanyan Wan	Oral
CPM04987	气管炎橡胶膏	Qiguanyan Xiangjiao Gao	Topical
CPM04988	气痛丸	Qitong Wan	Oral
CPM04989	气血春口服液	Qixuechun Koufuye	Oral
CPM04990	气血固本口服液	Qixue Guben Koufuye	Oral
CPM04991	气血和胶囊	Qixuehe Jiaonang	Oral
CPM04992	气血和片	Qixuehe Pian	Oral
CPM04993	气血康胶囊	Qixuekang Jiaonang	Oral
CPM04994	气血康口服液	Qixuekang Koufuye	Oral
CPM04995	气血康片	Qixuekang Pian	Oral
CPM04996	气血双补丸	Qixue Shuangbu Wan	Oral
CPM04997	气滞胃痛胶囊	Qizhi Weitong Jiaonang	Oral
CPM04998	气滞胃痛颗粒	Qizhi Weitong Keli	Oral
CPM04999	气滞胃痛片	Qizhi Weitong Pian	Oral
CPM05000	千柏鼻炎胶囊	Qianbai Biyan Jiaonang	Oral
CPM05001	千柏鼻炎片	Qianbai Biyan Pian	Oral
CPM05002	千斤肾安宁胶囊	Qianjin Shen'anning Jiaonang	Oral
CPM05003	千金保孕丸	Qianjin Baoyun Wan	Oral
CPM05004	千金茶	Qianjin Cha	Oral
CPM05005	千金散	Qianjin San	Oral
CPM05006	千金藤素片	Qianjin Tengsu Pian	Oral
CPM05007	千金止带丸	Qianjin Zhidai Wan	Oral
CPM05008	千里光胶囊	Qianliguang Jiaonang	Oral
CPM05009	千里光片	Qianliguang Pian	Oral
CPM05010	千山活血膏	Qian Shan Huo Xue Gao	Topical
CPM05011	千喜胶囊	Qianxi Jiaonang	Oral
CPM05012	千喜片	Qianxi Pian	Oral
CPM05013	千紫红胶囊	Qianzihong Jiaonang	Oral
CPM05014	千紫红颗粒	Qianzihong Keli	Oral
CPM05015	千紫红片	Qianzihong Pian	Oral
CPM05016	前列安栓	Qianliean Shuan	Topical
CPM05017	前列安通胶囊	Qianlieantong Jiaonang	Oral
CPM05018	前列安通片	Qian Lie An Tong Pian	Oral
CPM05019	前列倍喜胶囊	Qianlie Beixi Jiaonang	Oral
CPM05020	前列闭尔通栓	Qianlie Bi’ertong Shuan	Topical
CPM05021	前列桂黄片	Qianlie Guihuang Pian	Oral
CPM05022	前列回春胶囊	Qianliehuichun Jiaonang	Oral
CPM05023	前列回春片	Qianlie Huichun Pian	Oral
CPM05024	前列回春丸	Qianlie Huichun Wan	Oral
CPM05025	前列解毒胶囊	Qianliejiedu Jiaonang	Oral
CPM05026	前列金丹胶囊	Qianlie Jindan Jiaonang	Oral
CPM05027	前列癃闭通胶囊	Qianlie Longbitong Jiaonang	Oral
CPM05028	前列癃闭通颗粒	Qianlie Longbitong Keli	Oral
CPM05029	前列癃闭通片	Qianlie Longbitong Pian	Oral
CPM05030	前列宁胶囊	Qianliening Jiaonang	Oral
CPM05031	前列平胶囊	Qian Lie Ping Jiao Nang	Oral
CPM05032	前列舒胶囊	Qianlieshu Jiaonang	Oral
CPM05033	前列舒乐胶囊	Qianlie Shule Jiaonang	Oral
CPM05034	前列舒乐颗粒	Qianlie Shule Keli	Oral
CPM05035	前列舒乐泡腾片	Qianlieshule Paoteng Pian	Oral
CPM05036	前列舒乐片	Qianlie Shule Pian	Oral
CPM05037	前列舒乐软胶囊	Qianlieshule Ruanjiaonang	Oral
CPM05038	前列舒乐丸	Qianlieshule Wan	Oral
CPM05039	前列舒通胶囊	Qianlie Shutong Jiaonang	Oral
CPM05040	前列舒丸	Qianlieshu Wan	Oral
CPM05041	前列泰胶囊	Qianlietai Jiaonang	Oral
CPM05042	前列泰颗粒	Qianlietai Keli	Oral
CPM05043	前列泰片	Qianlietai Pian	Oral
CPM05044	前列泰丸	Qianlietai Wan	Oral
CPM05045	前列通胶囊	Qianlietong Jiaonang	Oral
CPM05046	前列通片	Qianlietong Pian	Oral
CPM05047	前列通栓	Qianlietong Shuan	Topical
CPM05048	前列通瘀胶囊	Qianlie Tongyu Jiangnang	Oral
CPM05049	前列通瘀片	Qianlie Tongyu Pian	Oral
CPM05050	前列消胶囊	Qianliexiao Jiaonang	Oral
CPM05051	前列欣胶囊	Qianliexin Jiaonang	Oral
CPM05052	茜女胶囊	Qiannv Jiaonang	Oral
CPM05053	茜芷胶囊	Qianzhi Jiaonang	Oral
CPM05054	茜芷片	Qianzhi Pian	Oral
CPM05055	羌黄祛痹颗粒	Qianghuang Qubi Keli	Oral
CPM05056	羌月乳膏	Qiangyue Rugao	Topical
CPM05057	强肝胶囊	Qianggan Jiaonang	Oral
CPM05058	强肝口服液	Qianggan Koufuye	Oral
CPM05059	强肝片	Qianggan Pian	Oral
CPM05060	强肝丸	Qianggan Wan	Oral
CPM05061	强骨胶囊	Qianggu Jiaonang	Oral
CPM05062	强骨生血口服液	Qianggu Shengxue Koufuye	Oral
CPM05063	强筋健骨胶囊	Qiangjin Jiangu Jiaonang	Oral
CPM05064	强筋健骨片	Qiangjin Jiangu Pian	Oral
CPM05065	强筋健骨丸	Qiangjin Jiangu Wan	Oral
CPM05066	强力定眩胶囊	Qiangli Dingxuan Jiaonang	Oral
CPM05067	强力定眩片	Qiangli Dingxuan Pian	Oral
CPM05068	强力蜂乳浆胶丸	Qiangli Fengrujiang Jiaowan	Oral
CPM05069	强力感冒片	Qiangli Ganmao Pian	Oral
CPM05070	强力健身胶囊	Qiangli Jianshen Jiaonang	Oral
CPM05071	强力康颗粒	Qianglikang Keli	Oral
CPM05072	强力脑清素片	Qiangli Naoqingsu Pian	Oral
CPM05073	强力脑心康胶囊	Qiangli Naoxinkang Jiaonang	Oral
CPM05074	强力脑心康口服液	Qiangli Naoxinkang Koufuye	Oral
CPM05075	强力脑心康片	Qiangli Naoxinkang Pian	Oral
CPM05076	强力宁胶囊	Qianglining Jiaonang	Oral
CPM05077	强力宁片	Qianglining Pian	Oral
CPM05078	强力枇杷膏	Qiangli Pipa Gao	Oral
CPM05079	强力枇杷胶囊	Qiangli Pipa Jiaonang	Oral
CPM05080	强力枇杷颗粒	Qiangli Pipa Keli	Oral
CPM05081	强力枇杷露	Qiangli Pipa Lu	Oral
CPM05082	强力枇杷软胶囊	Qiangli Pipa Ruanjiaonang	Oral
CPM05083	强力天麻杜仲胶囊	Qiangli Tianma Duzhong Jiaonang	Oral
CPM05084	强力天麻杜仲丸	Qiangli Tianma Duzhong Wan	Oral
CPM05085	强力止咳宁胶囊	Qiangli Zhikening Jiaonang	Oral
CPM05086	强力止咳宁片	Qiangli Zhikening Pian	Oral
CPM05087	强龙益肾胶囊	Qianglong Yishen Jiaonang	Oral
CPM05088	强龙益肾片	Qianglong Yishen Pian	Oral
CPM05089	强身合剂	Qiangshen Heji	Oral
CPM05090	强身健脑胶囊	Qiangshen Jiannao Jiaonang	Oral
CPM05091	强身健脑片	Qiangshen Jiannao Pian	Oral
CPM05092	强身胶囊	Qiangshen Jiaonang	Oral
CPM05093	强身酒	Qiangshen Jiu	Oral
CPM05094	强身颗粒	Qiangshen Keli	Oral
CPM05095	强身口服液	Qiangshen Koufuye	Oral
CPM05096	强身萝菠甫赛河里蜜膏	Qiangshen Luobopu Saiheli Migao	Oral
CPM05097	强身追风酒	Qiangshen Zhuifeng Jiu	Oral
CPM05098	强肾颗粒	Qiangshen Keli	Oral
CPM05099	强肾片	Qiangshen Pian	Oral
CPM05100	强肾养心胶囊	Qiangshen Yangxin Jiaonang	Oral
CPM05101	强肾镇痛丸	Qiangshen Zhentong Wan	Oral
CPM05102	强阳保肾丸	Qiangyang Baoshen Wan	Oral
CPM05103	强腰壮骨膏	Qiangyao Zhuanggu Gao	Topical
CPM05104	鞘蕊苏胶囊	Qiaoruisu Jiaonang	Oral
CPM05105	鞘蕊苏口服液	Qiaoruisu Koufuye	Oral
CPM05106	芩暴红止咳分散片	Qinbaohong Zhike Fensanpian	Oral
CPM05107	芩暴红止咳合剂	Qinbaohong Zhike Heji	Oral
CPM05108	芩暴红止咳胶囊	Qinbaohong Zhike Jiaonang	Oral
CPM05109	芩暴红止咳颗粒	Qinbaohong Zhike Keli	Oral
CPM05110	芩暴红止咳口服液	Qinbaohong Zhike Koufuye	Oral
CPM05111	芩暴红止咳糖浆	Qinbaohong Zhike Tangjiang	Oral
CPM05112	芩草止痢片	Qincao Zhili Pian	Oral
CPM05113	芩胆止咳片	Qindan Zhike Pian	Oral
CPM05114	芩黄喉症胶囊	Qinhuang Houzheng Jiaonang	Oral
CPM05115	芩连颗粒	Qinlian Keli	Oral
CPM05116	芩连片	Qinlian Pian	Oral
CPM05117	芩连丸	Qinlian Wan	Oral
CPM05118	芩苓子阴道灌注液	Qinlingzi Yindao Guanzhuye	Topical
CPM05119	芩翘口服液	Qinqiao Koufuye	Oral
CPM05120	芩桑金海颗粒	Qinsang Jinhai Keli	Oral
CPM05121	芩石利咽口服液	Qinshi Liyan Koufuye	Oral
CPM05122	芩玄解毒口服液	Qinxuan Jiedu Koufuye	Oral
CPM05123	芩芷鼻炎糖浆	Qinzhi Biyan Tangjiang	Oral
CPM05124	秦川通痹胶囊	Qinchuan Tongbi Jiaonang	Oral
CPM05125	秦川通痹片	Qinchuan Tongbi Pian	Oral
CPM05126	秦归活络口服液	Qingui Huoluo Koufuye	Oral
CPM05127	秦皮接骨胶囊	Qinpi Jiegu Jiaonang	Oral
CPM05128	秦皮接骨片	Qinpi Jiegu Pian	Oral
CPM05129	噙化上清片	Qinhua Shangqing Pian	Oral
CPM05130	噙化上清丸	Qinhua Shangqing Wan	Oral
CPM05131	青柏洁身洗液	Qingbai Jieshen Xiye	Topical
CPM05132	青黛	Qing Dai	Topical
CPM05133	青黛散	Qingdai San	Topical
CPM05134	青娥丸	Qing’e Wan	Oral
CPM05135	青果颗粒	Qingguo Keli	Oral
CPM05136	青果片	Qingguo Pian	Oral
CPM05137	青果丸	Qingguo Wan	Oral
CPM05138	青果止嗽丸	Qingguo Zhisou Wan	Oral
CPM05139	青蛤散	Qingge San	Topical
CPM05140	青蒿鳖甲片	Qinghao Biejia Pian	Oral
CPM05141	青蒿油软胶囊	Qinghaoyou Ruanjiaonang	Oral
CPM05142	青兰浸膏片	Qinglan Jingao Pian	Oral
CPM05143	青六散	Qingliu San	Oral
CPM05144	青龙蛇药片	Qinglong Sheyao Pian	Oral
CPM05145	青梅感冒颗粒	Qingmei Ganmao Keli	Oral
CPM05146	青鹏膏剂	Qingpeng Gaoji	Topical
CPM05147	青鹏软膏	Qingpeng Ruangao	Topical
CPM05148	青乳消颗粒	Qingruxiao Keli	Oral
CPM05149	青石颗粒	Qingshi Keli	Oral
CPM05150	青藤风湿酒	Qingteng Fengshi Jiu	Oral
CPM05151	青叶胆胶囊	Qingyedan Jiaonang	Oral
CPM05152	轻身减肥胶囊	Qingshen Jianfei Jiaonang	Oral
CPM05153	轻身消胖丸	Qingshen Xiaopang Wan	Oral
CPM05154	轻舒颗粒	Qingshu Keli	Oral
CPM05155	清艾条	Qingai Tiao	Topical
CPM05156	清痹通络药酒	Qingbi Tongluo Yaojiu	Oral
CPM05157	清便丸	Qingbian Wan	Oral
CPM05158	清肠通便胶囊	Qingchang Tongbian Jiaonang	Oral
CPM05159	清肺化痰丸	Qingfei Huatan Wan	Oral
CPM05160	清肺宁嗽丸	Qingfei Ningsou Wan	Oral
CPM05161	清肺散结丸	Qingfei Sanjie Wan	Oral
CPM05162	清肺十八味丸	Qingfei Shibawei Wan	Oral
CPM05163	清肺十三味散	Qingfei Shisanwei San	Oral
CPM05164	清肺消炎丸	Qingfei Xiaoyan Wan	Oral
CPM05165	清肺抑火膏	Qingfei Yihuo Gao	Oral
CPM05166	清肺抑火片	Qingfei Yihuo Pian	Oral
CPM05167	清肺抑火丸	Qingfei Yihuo Wan	Oral
CPM05168	清肺止咳丸	Qingfei Zhike Wan	Oral
CPM05169	清风油	Qingfeng You	Topical
CPM05170	清肤止痒酊	Qingfu Zhiyang Ding	Topical
CPM05171	清肝败毒丸	Qinggan Baidu Wan	Oral
CPM05172	清肝毒胶囊	Qinggandu Jiaonang	Oral
CPM05173	清肝二十七味丸	Qinggan Ershiqiwei Wan	Oral
CPM05174	清肝扶正胶囊	Qinggan Fuzheng Jiaonang	Oral
CPM05175	清肝健脾口服液	Qinggan Jianpi Koufuye	Oral
CPM05176	清肝降压胶囊	Qinggan Jiangya Jiaonang	Oral
CPM05177	清肝解毒片	Qinggan Jiedu Pian	Oral
CPM05178	清肝九味散	Qinggan Jiuwei San	Oral
CPM05179	清肝颗粒	Qinggan Keli	Oral
CPM05180	清肝利胆胶囊	Qinggan Lidan Jiaonang	Oral
