CHP_ID	Chinese_herbal_pieces	Chinese_synonyms	Pinyin_term	English_term	Sources
CHP03121	婆婆纳		po po na	Veronica polita	Viridiplantae
CHP03122	婆婆指甲菜		po po zhi jia cai	Cerastium glomeratum	Viridiplantae
CHP03123	破布草		po bu cao	Stachys kouyangensis	Viridiplantae
CHP03124	破布木	青桐翠木	po bu mu	Cordia dichotoma	Viridiplantae
CHP03125	破骨风		po gu feng	Jasminum lanceolarium	Viridiplantae
CHP03126	破头风		po tou feng	Androsace henryi	Viridiplantae
CHP03127	破叶莲	赣皖乌头	po ye lian	Aconitum finetianum	Viridiplantae
CHP03128	菩提树花		pu ti shu hua	Miquel Linden Equivalent plant: Tilia japonica;Miquel Linden	Viridiplantae
CHP03129	菩提树皮		pu ti shu pi	Tilia miqueliana	Viridiplantae
CHP03130	葡萄	白葡萄	pu tao	Rose Apple	Viridiplantae
CHP03131	葡萄叶秋海棠		pu tao ye qiu hai tang	Begonia edulis	Viridiplantae
CHP03132	葡萄柚		pu tao you	Grapefruit	Viridiplantae
CHP03133	蒲棒		pu bang	Typha angustata	Viridiplantae
CHP03134	蒲公英	薄公英	pu gong ying	Herba Taraxaci	Viridiplantae
CHP03135	蒲黄	蒲黄炭|生蒲黄	pu huang	pollen of longbract cattail	Viridiplantae
CHP03136	蒲葵根		pu kui gen	Livistona chinensis	Viridiplantae
CHP03137	蒲葵叶		pu kui ye	Livistona chinensis	Viridiplantae
CHP03138	蒲葵子		pu kui zi	Livistona chinensis	Viridiplantae
CHP03139	蒲桃		pu tao	Roseapple	Viridiplantae
CHP03140	蒲桃根皮		pu tao gen pi	Syzygium jambos	Viridiplantae
CHP03141	蒲桃壳		pu tao ke	Syzygium jambos	Viridiplantae
CHP03142	朴树根皮		pu shu gen pi	Celtis tetrandra	Viridiplantae
CHP03143	朴树皮		pu shu pi	Celtis tetrandra	Viridiplantae
CHP03144	朴树叶		pu shu ye	Celtis tetrandra	Viridiplantae
CHP03145	朴松实	秦岭冷杉	pu song shi	Abies chensiensis	Viridiplantae
CHP03146	铺地黍		pu di shu	Panicum repens	Viridiplantae
CHP03147	铺地黍根		pu di shu gen	Panicum repens	Viridiplantae
CHP03148	铺地蜈蚣		pu di wu gong	Cernuous Clubmoss	Viridiplantae
CHP03149	铺山燕		pu shan yan	Elaeagnus loureirii	Viridiplantae
CHP03150	七角白蔹		qi jiao bai lian	Ampelopsis humulifolia	Viridiplantae
CHP03151	七角枫	七角风	qi jiao feng	Macropanax rosthornii	Viridiplantae
CHP03152	七厘丹		qi li dan	Veratrum japonicum	Viridiplantae
CHP03153	七里明		qi li ming	Blumea clarkei	Viridiplantae
CHP03154	七星草		qi xing cao	Selliguea trisecta	Viridiplantae
CHP03155	七星剑	细叶七星剑	qi xing jian	Mosla cavaleriei	Viridiplantae
CHP03156	七叶莲		qi ye lian	root of Scandent Schefflera	Viridiplantae
CHP03157	七叶一把伞		qi ye yi ba san	Actinodaphne obovata	Viridiplantae
CHP03158	七爪风		qi zhao feng	Rubus reflexus	Viridiplantae
CHP03159	桤木		qi mu	Alnus cremastogyne	Viridiplantae
CHP03160	桤木皮		qi mu pi	Alnus cremastogyne	Viridiplantae
CHP03161	桤木枝梢		qi mu zhi shao	Alnus cremastogyne	Viridiplantae
CHP03162	漆大姑	毛果算盘子	qi da gu	Glochidion eriocarpum	Viridiplantae
CHP03163	漆大姑根		qi da gu gen	Glochidion eriocarpum	Viridiplantae
CHP03164	漆姑草		qi gu cao	Pearlwort	Viridiplantae
CHP03165	漆树根		qi shu gen	true lacquertree root	Viridiplantae
CHP03166	漆树木心		qi shu mu xin	Toxicodendron vernicifluum	Viridiplantae
CHP03167	漆树皮		qi shu pi	Toxicodendron vernicifluum	Viridiplantae
CHP03168	漆叶		qi ye	Toxicodendron vernicifluum	Viridiplantae
CHP03169	漆子		qi zi	True Lacquer Seed	Viridiplantae
CHP03170	齐墩果		qi dun guo	Olea europaea L.	Viridiplantae
CHP03171	奇蒿	刘寄奴	qi hao	Artemisia anomala	Viridiplantae
CHP03172	奇林翠雀		qi lin cui que	Delphinium candelabrum	Viridiplantae
CHP03173	鳍蓟		qi ji	Olgaea leucophylla	Viridiplantae
CHP03174	槭叶草		qi ye cao	Mukdenia rossii	Viridiplantae
CHP03175	千层塔	蛇足石杉	qian ceng ta	Serrate Clubmoss	Viridiplantae
CHP03176	千打锤	鼎湖钓樟	qian da chui	Lindera chunii	Viridiplantae
CHP03177	千解草		qian jie cao	Herbaceous Pygmaeopremna	Viridiplantae
CHP03178	千斤拔		qian jin ba	root of Philippine Flemingia	Viridiplantae
CHP03179	千金藤		qian jin teng	Japanese Staphania	Viridiplantae
CHP03180	千金子	续随子	qian jin zi	Semen Euphorbiae	Viridiplantae
CHP03181	千金子霜		qian jin zi shuang	Semen Euphorbiae Pulveratum	Viridiplantae
CHP03182	千里光		qian li guang	Herba Senecionis Scandentis	Viridiplantae
CHP03183	千里马		qian li ma	Thalictrum finetii	Viridiplantae
CHP03184	千年艾	芙蓉菊叶|香菊	qian nian ai	Crossostephium chinense	Viridiplantae
CHP03185	千年健		qian nian jian	Rhizoma Homalomenae	Viridiplantae
CHP03186	千屈菜	毛千屈菜|千屈草	qian qu cai	Spiked Loosestrife Equivalent plant: Lythrum anceps	Viridiplantae
CHP03187	千日红		qian ri hong	flower of Globeamaranth	Viridiplantae
CHP03188	千叶独活		qian ye du huo	Heracleum millefolium	Viridiplantae
CHP03189	千针万线草	钱针万线草	qian zhen wan xian cao	Stellaria yunnanensis	Viridiplantae
CHP03190	千只眼		qian zhi yan	Murraya tetramera	Viridiplantae
CHP03191	杄木		qian mu	Picea meyeri	Viridiplantae
CHP03192	牵牛子		qian niu zi	Pharbitis seed	Viridiplantae
CHP03193	前胡	紫花前胡|漓江前胡	qian hu	Radix Peucedani	Viridiplantae
CHP03194	芡实		qian shi	seed of Gordon Euryale	Viridiplantae
CHP03195	芡实根		qian shi gen	Gordon Euryale Root	Viridiplantae
CHP03196	芡实茎		qian shi jing	Caulis Euryales ferox	Viridiplantae
CHP03197	芡实叶		qian shi ye	Folium Euryales ferox	Viridiplantae
CHP03198	茜草	多花茜草|藏茜草	xi cao	Radix et Rhizoma Rubiae	Viridiplantae
CHP03199	茜草根		xi cao gen	Radix et Rhizoma Rubiae	Viridiplantae
CHP03200	茜草茎		xi cao jing	Rubia cordifolia	Viridiplantae
CHP03201	茜草藤		xi cao teng	Caulis et Folium Rubiae	Viridiplantae
CHP03202	羌活	宽叶羌活	qiang huo	Rhizoma et Radix Notopterygii	Viridiplantae
CHP03203	枪刀菜根	毛连菜根	qiang dao cai gen	Picris hieracioides	Viridiplantae
CHP03204	枪刀药	青丝线|三花枪刀药根|三花枪刀药	qiang dao yao	Purple Hypoestes	Viridiplantae
CHP03205	强威生草	山鸡腿	qiang wei sheng cao	Lobelia pleotricha	Viridiplantae
CHP03206	墙草		qiang cao	Parietaria micrantha	Viridiplantae
CHP03207	墙草根		qiang cao gen	Parietaria micrantha	Viridiplantae
CHP03208	蔷薇根		qiang wei gen	Japanese Rose Root	Viridiplantae
CHP03209	蔷薇花	白残花|蔷薇露	qiang wei hua	Rosa multiflora	Viridiplantae
CHP03210	蔷薇叶		qiang wei ye	Rosa multiflora	Viridiplantae
CHP03211	蔷薇枝		qiang wei zhi	Rosa multiflora	Viridiplantae
CHP03212	乔木紫珠		qiao mu zi zhu	Tree Beautyberry	Viridiplantae
CHP03213	荞麦		qiao mai	Common Buckwheat	Viridiplantae
CHP03214	茄子	茄	qie zi	Garden Eggplant	Viridiplantae
CHP03215	茄子根	茄根	qie zi gen	Solanum melongena	Viridiplantae
CHP03216	窃衣		qie yi	Torilis scabra	Viridiplantae
CHP03217	芹花		qin hua	Javan Waterdropwort Flower	Viridiplantae
CHP03218	秦艽	粗茎秦艽|苦地胆|秦艽花	qin jiao	Radix Gentianae Macrophyllae	Viridiplantae
CHP03219	秦岭耧斗菜		qin ling lou dou cai	Aquilegia incurvata	Viridiplantae
CHP03220	琴唇万带兰		qin chun wan dai lan	Vanda concolor	Viridiplantae
CHP03221	琴叶榕		qin ye rong	Ficus pandurata	Viridiplantae
CHP03222	青藏虎耳草		qing cang hu er cao	Saxifraga przewalskii	Viridiplantae
CHP03223	青黛		qing dai	Indigo Naturalis	Viridiplantae
CHP03224	青麸杨根	红麸杨根	qing fu yang gen	Rhus potaninii	Viridiplantae
CHP03225	青杠碗		qing gang wan	Quercus variabilis	Viridiplantae
CHP03226	青果	咸青果|青果核|鲜青果	qing guo	Fructus Canarii	Viridiplantae
CHP03227	青海马尾连		qing hai ma yi lian	Thalictrum przewalskii	Viridiplantae
CHP03228	青海鸢尾子		qing hai yuan wei zi	Iris qinghainica	Viridiplantae
CHP03229	青蒿	黄花蒿|青篙叶|青蒿油|青篙	qing hao	Herba Artemisiae Annuae	Viridiplantae
CHP03230	青蒿根		qing hao gen	Radix Artemiiae annua	Viridiplantae
CHP03231	青蒿露		qing hao lu	Artemisia carvifolia	Viridiplantae
CHP03232	青蒿子		qing hao zi	Sweet Wormwood seed	Viridiplantae
CHP03233	青胡桃果		qing hu tao guo	Juglans regia	Viridiplantae
CHP03234	青灰叶下珠		qing hui ye xia zhu	Kirganelia glauca	Viridiplantae
CHP03235	青江藤		qing jiang teng	Celastrus hindsii	Viridiplantae
CHP03236	青脚莲		qing jiao lian	Arisaema decipiens	Viridiplantae
CHP03237	青稞		qing ke	Avena chinensis	Viridiplantae
CHP03238	青兰		qing lan	Dracocephalum ruyschiana	Viridiplantae
CHP03239	青龙藤	捆仙丝	qing long teng	Vincetoxicum henryi	Viridiplantae
CHP03240	青棉花藤		qing mian hua teng	Hydrangea viburnoides	Viridiplantae
CHP03241	青棉花藤根		qing mian hua teng gen	Hydrangea viburnoides	Viridiplantae
CHP03242	青棉花藤叶		qing mian hua teng ye	Hydrangea viburnoides	Viridiplantae
CHP03243	青皮	醋青皮|地青皮	qing pi	Pericarpium Citri Reticulatae Viride	Viridiplantae
CHP03244	青皮木	碎骨仔树|华青皮木	qing pi mu	Schoepfia chinensis	Viridiplantae
CHP03245	青钱柳		qing qian liu	Roundwingfruit Cyclocarya	Viridiplantae
CHP03246	青钱柳叶		qing qian liu ye	Cyclocarya paliurus	Viridiplantae
CHP03247	青丝龙		qing si long	Phlegmariurus mingcheensis	Viridiplantae
CHP03248	青蒜		qing suan	Allium sativum L	Viridiplantae
CHP03249	青檀香	黑皮青木香	qing tan xiang	Cocculus trilobus	Viridiplantae
CHP03250	青藤子		qing teng zi	Jasminum nervosum	Viridiplantae
CHP03251	青天葵		qing tian kui	Folium Nervilia Fordii	Viridiplantae
CHP03252	青通草	青荚叶茎髓	qing tong cao	Helwingia japonica	Viridiplantae
CHP03253	青溪鳞毛蕨		qing xi lin mao jue	Dryopteris labordei	Viridiplantae
CHP03254	青葙		qing xiang	Feather Cockscomb	Viridiplantae
CHP03255	青葙花		qing xiang hua	Celosia argentea	Viridiplantae
CHP03256	青葙子		qing xiang zi	Semen Celosiae	Viridiplantae
CHP03257	青羊参		qing yang can	Auricledleaf Mosquitotrap	Viridiplantae
CHP03258	青叶胆		qing ye dan	All - grass of Mile Swertia	Viridiplantae
CHP03259	青鱼胆草		qing yu dan cao	Tripterospermum cordatum	Viridiplantae
CHP03260	青榨槭	飞蛾树	qing zha qi	Acer davidii	Viridiplantae
CHP03261	青竹标根		qing zhu biao gen	Lysionotus serratus	Viridiplantae
CHP03262	青竹蛇		qing zhu she	Ormosia fordiana	Viridiplantae
CHP03263	清风藤		qing feng teng	Sabia japonica	Viridiplantae
CHP03264	清酒缸	小槐花	qing jiu gang	Ohwia caudata	Viridiplantae
CHP03265	清酒缸根		qing jiu gang gen	Ohwia caudata	Viridiplantae
CHP03266	清明花	炮弹果	qing ming hua	Easter Heraldtrumpet	Viridiplantae
CHP03267	蜻蜓兰		qing ting lan	Tulotis asiatica	Viridiplantae
CHP03268	苘麻	苘实	qing ma	Abutilon theophrasti	Viridiplantae
CHP03269	苘麻根		qing ma gen	Abutilon theophrasti	Viridiplantae
CHP03270	苘麻子		qing ma zi	Chingma Abutilon Seed	Viridiplantae
CHP03271	箐跌打		qing die da	Gynura cusimbua	Viridiplantae
CHP03272	秋枫		qiu feng	Bischofia javanica	Viridiplantae
CHP03273	秋枫木		qiu feng mu	Javan Bishopwood	Viridiplantae
CHP03274	秋海棠		qiu hai tang	Begonia grandis	Viridiplantae
CHP03275	秋海棠根		qiu hai tang gen	Begonia grandis	Viridiplantae
CHP03276	秋海棠果		qiu hai tang guo	Begonia grandis	Viridiplantae
CHP03277	秋海棠花		qiu hai tang hua	Begonia grandis	Viridiplantae
CHP03278	秋海棠茎叶		qiu hai tang jing ye	Begonia grandis	Viridiplantae
CHP03279	秋葵		qiu kui	Abelmoschus esculentus	Viridiplantae
CHP03280	秋葡萄		qiu pu tao	Vitis romanetii	Viridiplantae
CHP03281	秋葡萄茎		qiu pu tao jing	Vitis romanetii	Viridiplantae
CHP03282	秋鼠曲草	天水蚁草	qiu shu qu cao	Pseudognaphalium hypoleucum	Viridiplantae
CHP03283	秋水仙		qiu shui xian	Meadow Saffron	Viridiplantae
CHP03284	秋子梨		qiu zi li	Pyrus ussuriensis	Viridiplantae
CHP03285	蚯疽草		qiu ju cao	Dichrocephala auriculata	Viridiplantae
CHP03286	楸木果		qiu mu guo	Catalpa bungei	Viridiplantae
CHP03287	楸木皮		qiu mu pi	Catalpa bungei	Viridiplantae
CHP03288	楸树		qiu shu	Catalpa bungei	Viridiplantae
CHP03289	楸叶		qiu ye	Catalpa bungei	Viridiplantae
CHP03290	楸子		qiu zi	Malus prunifolia	Viridiplantae
CHP03291	球果藤		qiu guo teng	Aspidocarya uvifera	Viridiplantae
CHP03292	球核荚蒾		qiu he jia mi	Viburnum propinquum	Viridiplantae
CHP03293	球花党参		qiu hua dang shen	Subglobose Asiabell	Viridiplantae
CHP03294	球兰		qiu lan	Hoya carnosa	Viridiplantae
CHP03295	曲花紫堇		qu hua zi jin	Corydalis curviflora	Viridiplantae
CHP03296	曲枝假蓝		qu zhi jia lan	Strobilanthes dalzielii	Viridiplantae
CHP03297	曲枝天冬		qu zhi tian dong	Asparagus trichophyllus	Viridiplantae
CHP03298	曲枝天门冬		qu zhi tian men dong	Asparagus trichophyllus	Viridiplantae
CHP03299	驱虫斑鸠菊		qu chong ban jiu ju	Worm-killed Bitterleaf	Viridiplantae
CHP03300	驱风通		qu feng tong	Zanthoxylum myriacanthum	Viridiplantae
CHP03301	屈头鸡根		qu tou ji gen	Capparis versicolor	Viridiplantae
CHP03302	瞿麦		qu mai	all-grass of Lilac Pink	Viridiplantae
CHP03303	全叶马兰		quan ye ma lan	Kalimeris integrifolia	Viridiplantae
CHP03304	全叶青兰		quan ye qing lan	Dracocephalum integrifolium	Viridiplantae
CHP03305	全缘凤尾蕨		quan yuan feng wei jue	Pteris insignis	Viridiplantae
CHP03306	拳参		quan can	rhizome of Bistort	Viridiplantae
CHP03307	雀麦		que mai	Bromus japonicus	Viridiplantae
CHP03308	雀麦米		que mai mi	Bromus japonicus	Viridiplantae
CHP03309	雀梅藤		que mei teng	Hedge Sageretia	Viridiplantae
CHP03310	雀梅藤叶		que mei teng ye	Sageretia thea	Viridiplantae
CHP03311	雀翘		que qiao	Persicaria sagittata	Viridiplantae
CHP03312	雀舌豆		que she dou	Dumasia forrestii	Viridiplantae
CHP03313	苒苒草		ran ran cao	Clematis glauca	Viridiplantae
CHP03314	蘘荷	野姜	rang he	Zingiber mioga	Viridiplantae
CHP03315	蘘荷花		rang he hua	Zingiber mioga	Viridiplantae
CHP03316	蘘荷子		rang he zi	Zingiber mioga	Viridiplantae
CHP03317	荛花		rao hua	Wikstroemia canescens	Viridiplantae
CHP03318	荛花根		rao hua gen	Wikstroemia canescens	Viridiplantae
CHP03319	人参	鲜人参|生晒参芦头|生晒参|人参茎叶	ren shen	Ginseng	Viridiplantae
CHP03320	人参果		ren shen guo	Herminium monorchis	Viridiplantae
CHP03321	人参芦		ren shen lu	Ginseng Reed	Viridiplantae
CHP03322	人参须		ren shen xu	Panax ginseng	Viridiplantae
CHP03323	人参叶		ren shen ye	Ginseng Leaf	Viridiplantae
CHP03324	人面子		ren mian zi	Dracontomelon duperreanum	Viridiplantae
CHP03325	人面子根皮		ren mian zi gen pi	Dracontomelon duperreanum	Viridiplantae
CHP03326	人面子叶		ren mian zi ye	Dracontomelon duperreanum	Viridiplantae
CHP03327	人中黄		ren zhong huang	Glycyrrhiza uralensis	Viridiplantae
CHP03328	忍冬藤		ren dong teng	Caulis Lonicerae Japonicae	Viridiplantae
CHP03329	日中花		ri zhong hua	Portulaca pilosa	Viridiplantae
CHP03330	茸草		rong cao	Lindenbergia philippensis	Viridiplantae
CHP03331	绒背蓟	猫腿姑	rong bei ji	Cirsium vlassovianum	Viridiplantae
CHP03332	绒毛粉背蕨		rong mao fen bei jue	Aleuritopteris subvillosa	Viridiplantae
CHP03333	绒毛桢楠		rong mao zhen nan	Machilus velutina	Viridiplantae
CHP03334	榕树	榕树须	rong shu	Smallfruit Fig	Viridiplantae
CHP03335	榕树果		rong shu guo	Ficus microcarpa	Viridiplantae
CHP03336	榕树胶汁		rong shu jiao zhi	Ficus microcarpa	Viridiplantae
CHP03337	榕树皮		rong shu pi	Ficus microcarpa	Viridiplantae
CHP03338	榕树叶		rong shu ye	Ficus microcarpa	Viridiplantae
CHP03339	榕须		rong xu	Ficus microcarpa	Viridiplantae
CHP03340	柔毛艾纳香	红头小仙	rou mao ai na xiang	Blumea mollis	Viridiplantae
CHP03341	肉苁蓉	苁蓉|酒苁蓉|肉丛蓉|酒肉苁蓉	rou cong rong	Desertliving Cistanche	Viridiplantae
CHP03342	肉豆蔻		rou dou kou	Semen Myristicae	Viridiplantae
CHP03343	肉豆蔻衣		rou dou kou yi	Myristica fragrans	Viridiplantae
CHP03344	肉桂	官桂|肉桂子	rou gui	Cortex Cinnamomi	Viridiplantae
CHP03345	肉桂叶		rou gui ye	Cassia Bark Oil	Viridiplantae
CHP03346	肉桂油		rou gui you	Oleum Cinnamomi	Viridiplantae
CHP03347	肉郎伞		rou lang san	Heteropanax brevipedicellatus	Viridiplantae
CHP03348	肉连环		rou lian huan	Calanthe tricarinata	Viridiplantae
CHP03349	肉珊瑚		rou shan hu	Sarcostemma acidum	Viridiplantae
CHP03350	肉穗草		rou sui cao	Sarcopyramis bodinieri	Viridiplantae
CHP03351	乳白香青		ru bai xiang qing	Anaphalis lactea	Viridiplantae
CHP03352	乳香	制乳香|炙乳香|醋乳香	ru xiang	Olibanum	Viridiplantae
CHP03353	入地蜈蚣		ru di wu gong	Rhizoma Helminthostachydis Zeylanicae	Viridiplantae
CHP03354	软骨过山龙		ruan gu guo shan long	Clematis meyeniana	Viridiplantae
CHP03355	软蒺藜		ruan ji li	Atriplex sibirica	Viridiplantae
CHP03356	软皮树		ruan pi shu	Daphne papyracea	Viridiplantae
CHP03357	软水黄连		ruan shui huang lian	Thalictrum ramosum	Viridiplantae
CHP03358	软枣子	小羊桃	ruan zao zi	Actinidia arguta	Viridiplantae
CHP03359	蕤核		rui he	Prinsepia uniflora	Viridiplantae
CHP03360	蕤仁		rui ren	Nux Prinsepiae	Viridiplantae
CHP03361	瑞连草		rui lian cao	Symphyotrichum subulatum	Viridiplantae
CHP03362	瑞苓草		rui ling cao	Saussurea nigrescens	Viridiplantae
CHP03363	瑞香	白瑞香|铜牛皮|蒙花皮|唐古特瑞香	rui xiang	Daphne odora	Viridiplantae
CHP03364	瑞香根		rui xiang gen	Winter Daphne Root	Viridiplantae
CHP03365	瑞香花		rui xiang hua	Winter Daphne Flower	Viridiplantae
CHP03366	瑞香叶		rui xiang ye	Daphne odora	Viridiplantae
CHP03367	箬叶	阔叶箬竹	ruo ye	Indocalamus latifolius	Viridiplantae
CHP03368	赛北紫堇		sai bei zi jin	Corydalis impatiens	Viridiplantae
CHP03369	赛繁缕	鸡肚肠草	sai fan lv	Stellaria neglecta	Viridiplantae
CHP03370	赛金刚		sai jin gang	Neoalsomitra integrifoliola	Viridiplantae
CHP03371	赛葵		sai kui	Malvastrum coromandelianum	Viridiplantae
CHP03372	赛莨菪	三分三	sai lang dang	Common Anisodus	Viridiplantae
CHP03373	三白草		san bai cao	Herba Saururi	Viridiplantae
CHP03374	三白草根		san bai cao gen	Saururus chinensis	Viridiplantae
CHP03375	三叉凤尾蕨		san cha feng wei jue	Wallichi’s Brake	Viridiplantae
CHP03376	三翅铁角蕨		san chi tie jiao jue	Asplenium tripteropus	Viridiplantae
CHP03377	三出叶委陵菜		san chu ye wei ling cai	Potentilla betonicifolia	Viridiplantae
CHP03378	三点金草		san dian jin cao	Grona triflora	Viridiplantae
CHP03379	三对节	三台红花	san dui jie	Rotheca serrata	Viridiplantae
CHP03380	三对叶丹参		san dui ye dan shen	Salvia trijuga	Viridiplantae
CHP03381	三方草		san fang cao	Carex brownii	Viridiplantae
CHP03382	三果木皮		san guo mu pi	Terminalia arjuna	Viridiplantae
CHP03383	三尖杉	中国粗榧枝叶|土香榧|血榧	san jian shan	Ramulus et Folium Cephalotaxi Fortunei	Viridiplantae
CHP03384	三尖杉根		san jian shan gen	Radix Cephalotaxi Fortunei	Viridiplantae
CHP03385	三角咪	金丝矮陀陀	san jiao mi	Pachysandra axillaris	Viridiplantae
CHP03386	三角叶风毛菊		san jiao ye feng mao ju	Jurinea deltoidea	Viridiplantae
CHP03387	三角叶冷水花		san jiao ye leng shui hua	Pilea swinglei	Viridiplantae
CHP03388	三颗针		san ke zhen	root or bark of Reddrop Barberry	Viridiplantae
CHP03389	三棱	醋三棱	san leng	Rhizoma Sparganii	Viridiplantae
CHP03390	三棱马尾		san leng ma yi	Carex phacota	Viridiplantae
CHP03391	三楞草	野席草	san leng cao	Cyperus iria	Viridiplantae
CHP03392	三楞筋骨草		san leng jin gu cao	Scleria terrestris	Viridiplantae
CHP03393	三裂叶犁头尖		san lie ye li tou jian	Typhonium trilobatum	Viridiplantae
CHP03394	三轮蒿		san lun hao	Anaphalis bicolor	Viridiplantae
CHP03395	三面刀	帽辫七|小升麻	san mian dao	Rhizoma Cimicifugae Acerinae	Viridiplantae
CHP03396	三品一枝花	地沙	san pin yi zhi hua	Burmannia coelestis	Viridiplantae
CHP03397	三七	参三七|田七|熟三七|三七叶茎|三七茎叶|三七膏粉	san qi	Sanchi	Viridiplantae
CHP03398	三七花		san qi hua	Flos Notoginseng	Viridiplantae
CHP03399	三七叶		san qi ye	Folium Panax notoginseng	Viridiplantae
CHP03400	三蕊草		san rui cao	Sonerila tenera	Viridiplantae
CHP03401	三色堇		san se jin	Herba Violae Hortensis	Viridiplantae
CHP03402	三升米		san sheng mi	Ribes fasciculatum	Viridiplantae
CHP03403	三筒管		san tong guan	Aristolochia championii	Viridiplantae
CHP03404	三叶茶		san ye cha	Allophylus caudatus	Viridiplantae
CHP03405	三叶豆	滇南杭子梢	san ye dou	Campylotropis harmsii	Viridiplantae
CHP03406	三叶海棠		san ye hai tang	Malus sieboldii	Viridiplantae
