CHP_ID	Chinese_herbal_pieces	Chinese_synonyms	Pinyin_term	English_term	Sources
CHP01152	岗边菊		gang bian ju	Aster panduratus	Viridiplantae
CHP01153	岗柃叶		gang ling ye	Eurya groffii	Viridiplantae
CHP01154	岗梅	岗梅根	gang mei	root of Roughhaired Holly	Viridiplantae
CHP01155	岗梅叶		gang mei ye	Ilex asprella	Viridiplantae
CHP01156	岗松	岗松油	gang song	Northern Pitch Pine;Shrubby  Baeckea	Viridiplantae
CHP01157	岗松根		gang song gen	Baeckea frutescens	Viridiplantae
CHP01158	杠板归	扛板归	gang ban gui	Persicaria perfoliata	Viridiplantae
CHP01159	杠香藤	山龙眼	gang xiang teng	Mallotus repandus	Viridiplantae
CHP01160	高飞燕草		gao fei yan cao	Alpine Larkspur	Viridiplantae
CHP01161	高良姜	良姜|高良姜油	gao liang jiang	Alpiniae Officirum Rhizome	Viridiplantae
CHP01162	高梁泡叶	黄水藨叶	gao liang pao ye	Rubus lambertianus	Viridiplantae
CHP01163	高粱		gao liang	Sorghum	Viridiplantae
CHP01164	高粱泡		gao liang pao	Rubus lambertianus	Viridiplantae
CHP01165	高山大黄	塔黄	gao shan dai huang	Rheum nobile	Viridiplantae
CHP01166	高山大戟		gao shan da ji	Euphorbia stracheyi	Viridiplantae
CHP01167	高山黄华		gao shan huang hua	Alplne Thermopsis	Viridiplantae
CHP01168	高山火绒草		gao shan huo rong cao	Alpine Edelweiss	Viridiplantae
CHP01169	高山栲		gao shan kao	Castanopsis delavayi	Viridiplantae
CHP01170	高山辣根菜		gao shan la gen cai	all-grass of acaulescent Pegaeophyton	Viridiplantae
CHP01171	高山龙胆	白花龙胆	gao shan long dan	Alpine Gentian	Viridiplantae
CHP01172	高山唐松草	惊风草	gao shan tang song cao	Alpine Meadowrue	Viridiplantae
CHP01173	高山望		gao shan wang	Elaeocarpus chinensis	Viridiplantae
CHP01174	高山羊不吃		gao shan yang bu chi	Corydalis esquirolii	Viridiplantae
CHP01175	高山紫菀		gao shan zi wan	Aster alpinus	Viridiplantae
CHP01176	高乌头	麻布七	gao wu tou	Tall Monkshood	Viridiplantae
CHP01177	高原点地梅		gao yuan dian di mei	Androsace integra	Viridiplantae
CHP01178	高原鸢尾子		gao yuan yuan wei zi	Iris potaninii	Viridiplantae
CHP01179	高原蚤缀		gao yuan zao zhui	Arenaria przewalskii	Viridiplantae
CHP01180	藁本	蒿本|辽藁本	gao ben	Ligustici Rhizoma Et Radix	Viridiplantae
CHP01181	戈壁天门冬		ge bi tian men dong	Desertliving Asparagus	Viridiplantae
CHP01182	革叶茴芹		ge ye hui qin	Pimpinella coriacea	Viridiplantae
CHP01183	茖葱		ge cong	Longroot Onion	Viridiplantae
CHP01184	葛粉		ge fen	Pueraria lobata	Viridiplantae
CHP01185	葛根	葛根粉|葛根素|川葛	ge gen	Radix Puerariae Lobatae	Viridiplantae
CHP01186	葛谷		ge gu	Semen Puerariae lobatae	Viridiplantae
CHP01187	葛花		ge hua	Flos Puerariae lobatae	Viridiplantae
CHP01188	葛藟		ge lei	Vitis flexuosa	Viridiplantae
CHP01189	葛藟果实		ge lei guo shi	Vitis flexuosa	Viridiplantae
CHP01190	葛藟叶		ge lei ye	Vitis flexuosa	Viridiplantae
CHP01191	葛藟汁		ge lei zhi	Vitis flexuosa	Viridiplantae
CHP01192	葛蔓		ge man	Caulis Puerariae lobatae	Viridiplantae
CHP01193	葛蕈		ge xun	Japanese Balanophora	Viridiplantae
CHP01194	葛叶		ge ye	Folium Puerariae lobatae	Viridiplantae
CHP01195	隔山撬		ge shan qiao	Cynanchum wilfordii	Viridiplantae
CHP01196	隔山香		ge shan xiang	Ostericum citriodorum	Viridiplantae
CHP01197	梗花雀梅藤		geng hua que mei teng	Sageretia henryi	Viridiplantae
CHP01198	弓果藤		gong guo teng	Toxocarpus wightianus	Viridiplantae
CHP01199	公鸡头叶		gong ji tou ye	Cyrtomium fortunei	Viridiplantae
CHP01200	公英叶风毛菊		gong ying ye feng mao ju	Saussurea taraxacifolia	Viridiplantae
CHP01201	功劳子		gong lao zi	Fructus Mahonae bealei	Viridiplantae
CHP01202	勾儿茶		gou er cha	Berchemia lineata	Viridiplantae
CHP01203	钩苞大丁草		gou bao da ding cao	Gerbera delavayi	Viridiplantae
CHP01204	钩栲	钩栗	gou kao	Castanopsis tibetana	Viridiplantae
CHP01205	钩钱草		gou qian cao	Juncus prismatocarpus	Viridiplantae
CHP01206	钩藤	椭圆钩藤|钩滕|华钩藤|大叶钩藤|钩藤根|白钩藤	gou teng	Gambir Plant	Viridiplantae
CHP01207	钩吻	常绿钩吻|断肠草	gou wen	Graceful Jessamine	Viridiplantae
CHP01208	狗肝菜		gou gan cai	Dicliptera chinensis	Viridiplantae
CHP01209	狗骨柴		gou gu chai	Diplospora dubia	Viridiplantae
CHP01210	狗骨节		gou gu jie	Pellionia viridis	Viridiplantae
CHP01211	狗脊	狗肾|金狗脊黄毛|金毛狗脊	gou ji	Rhizoma Cibotii	Viridiplantae
CHP01212	狗脊贯众		gou ji guan zhong	Woodwardia japonica	Viridiplantae
CHP01213	狗脚草根		gou jiao cao gen	Craibiodendron stellatum	Viridiplantae
CHP01214	狗筋蔓		gou jin man	Silene baccifera	Viridiplantae
CHP01215	狗泡草		gou pao cao	Strobilanthes chinensis	Viridiplantae
CHP01216	狗屎花		gou shi hua	Chinese Forgetmenot	Viridiplantae
CHP01217	狗屎花根		gou shi hua gen	Cynoglossum amabile	Viridiplantae
CHP01218	狗娃花		gou wa hua	Aster hispidus	Viridiplantae
CHP01219	狗尾花		gou wei hua	Grona heterocarpos	Viridiplantae
CHP01220	狗牙贝		gou ya bei	Lloydia tibetica	Viridiplantae
CHP01221	狗牙根		gou ya gen	Cynodon dactylon	Viridiplantae
CHP01222	狗牙花		gou ya hua	Medicinal Ervatamia	Viridiplantae
CHP01223	狗蚁草		gou yi cao	Alysicarpus vaginalis	Viridiplantae
CHP01224	狗仔花		gou zai hua	Vernonia patula	Viridiplantae
CHP01225	枸骨		gou gu	Ilex cornuta	Viridiplantae
CHP01226	枸骨根		gou gu gen	Ilex cornuta lindl	Viridiplantae
CHP01227	枸骨树皮		gou gu shu pi	Chinese Holly Bark	Viridiplantae
CHP01228	枸骨叶	细叶功劳叶|功劳叶	gou gu ye	Folium Ilicis Cornutae	Viridiplantae
CHP01229	枸骨子		gou gu zi	Ilex cornuta Lindl	Viridiplantae
CHP01230	枸橘		gou ju	Trifoliate-orange	Viridiplantae
CHP01231	枸橘刺		gou ju ci	Citrus trifoliata	Viridiplantae
CHP01232	枸橘核		gou ju he	Trifoliate-orange Seed	Viridiplantae
CHP01233	枸橘叶		gou ju ye	Trifoliate-orange Leaf	Viridiplantae
CHP01234	枸杞		gou qi	Chinese wolfberry fruit	Viridiplantae
CHP01235	枸杞叶		gou qi ye	Chinese Wolfberry Leaf	Viridiplantae
CHP01236	枸杞子	鲜枸杞子	gou qi zi	Fructus Lycii	Viridiplantae
CHP01237	构皮麻		gou pi ma	Broussonetia kazinoki	Viridiplantae
CHP01238	菰根		gu gen	Zizania latifolia	Viridiplantae
CHP01239	菰米	菰	gu mi	Zizania latifolia	Viridiplantae
CHP01240	古钩藤		gu gou teng	Cryptolepis buchananii	Viridiplantae
CHP01241	古柯		gu ke	Peru Coca Shrub	Viridiplantae
CHP01242	谷精草		gu jing cao	Pipewort Flower	Viridiplantae
CHP01243	谷蓼		gu liao	Epilobium angustifolium	Viridiplantae
CHP01244	骨节草		gu jie cao	Marsh Horsetail	Viridiplantae
CHP01245	骨碎补	骨碎|盐骨碎补	gu sui bu	rhizome of Heartleaf Dryria	Viridiplantae
CHP01246	瓜蒌	栝楼|双边栝楼|瓜篓|栝蒌	gua lou	Trichosanthes Kirilowii Maxim	Viridiplantae
CHP01247	瓜蒌皮	瓜篓皮	gua lou pi	Snakegourd Peel	Viridiplantae
CHP01248	瓜蒌子	波棱瓜子|炒瓜蒌子|瓜蒌仁|栝楼子	gua lou zi	Trichosanthes kirilowii	Viridiplantae
CHP01249	瓜子金		gua zi jin	Polygala japonica	Viridiplantae
CHP01250	瓜子莲		gua zi lian	Crotalaria yunnanensis	Viridiplantae
CHP01251	瓜子藤	阿利藤	gua zi teng	Alyxia sinensis	Viridiplantae
CHP01252	刮筋板		gua jin ban	Excoecaria acerifolia	Viridiplantae
CHP01253	栝楼茎叶		gua lou jing ye	Trichosanthes kirilowii	Viridiplantae
CHP01254	拐棍竹		guai gun zhu	Fargesia spathacea	Viridiplantae
CHP01255	拐芹		guai qin	Polymorphic Angelica	Viridiplantae
CHP01256	关白附	生关白附|黄花乌头	guan bai fu	Aconitum coreanum	Viridiplantae
CHP01257	关苍术		guan cang zhu	Japanese Atractylodes	Viridiplantae
CHP01258	关东丁香		guan dong ding xiang	Syringa pubescens	Viridiplantae
CHP01259	关公须		guan gong xu	Herba et Radix Salviae kiangsiensis	Viridiplantae
CHP01260	关黄柏	盐关黄柏	guan huang bai	Phellodendri Amurensis Cortex	Viridiplantae
CHP01261	关木通		guan mu tong	Manchurian Dutchmanspipe	Viridiplantae
CHP01262	观音草		guan yin cao	Roxburgh Peristrophe	Viridiplantae
CHP01263	观音茶	银老梅	guan yin cha	Potentilla glabra	Viridiplantae
CHP01264	观音莲		guan yin lian	Monachosorum henryi	Viridiplantae
CHP01265	观音苋	紫背菜	guan yin xian	Gynura bicolor	Viridiplantae
CHP01266	观音苋根		guan yin xian gen	Gynura bicolor	Viridiplantae
CHP01267	观音竹	长距兰	guan yin zhu	Platanthera japonica	Viridiplantae
CHP01268	冠果草		guan guo cao	Sagittaria guayanensis	Viridiplantae
CHP01269	管花肉苁蓉		guan hua rou cong rong	Tubeshaped Flower Cistanche	Viridiplantae
CHP01270	管南香		guan nan xiang	Aristolochia cathcartii	Viridiplantae
CHP01271	管仲		guan zhong	Potentilla fulgens	Viridiplantae
CHP01272	贯叶连翘	贯叶金丝桃|千层楼	guan ye lian qiao	Common StJohn’swort	Viridiplantae
CHP01273	贯众	绵马贯众|紫箕贯众	guan zhong	root of Chinese Angelica	Viridiplantae
CHP01274	贯众叶溪边蕨		guan zhong ye xi bian jue	Leptogramma cyrtomioides	Viridiplantae
CHP01275	灌木蒲桃		guan mu pu tao	Syzygium fruticosum	Viridiplantae
CHP01276	罐嘴菜	消毒药	guan zui cai	Viola verecunda	Viridiplantae
CHP01277	光板猫叶草	龙鳞草	guang ban mao ye cao	Sedum drymarioides	Viridiplantae
CHP01278	光背杜鹃		guang bei du juan	Rhododendron przewalskii	Viridiplantae
CHP01279	光慈姑		guang ci gu	Edible Tulip	Viridiplantae
CHP01280	光刺兔唇花		guang ci tu chun hua	Lagochilus leiacanthus	Viridiplantae
CHP01281	光肺筋草		guang fei jin cao	Aletris glabra	Viridiplantae
CHP01282	光梗丝石竹		guang geng si shi zhu	Gypsophila acutifolia	Viridiplantae
CHP01283	光棍草		guang gun cao	Ainsliaea grossedentata	Viridiplantae
CHP01284	光决明		guang jue ming	Senna x floribunda	Viridiplantae
CHP01285	光石韦		guang shi wei	Bald Pyrrosia	Viridiplantae
CHP01286	光头稗子		guang tou bai zi	Echinochloa colona	Viridiplantae
CHP01287	光头前胡		guang tou qian hu	Radix Et Rhizoma Peucedani Medici	Viridiplantae
CHP01288	光叶巴豆		guang ye ba dou	Nitidleaf Croton	Viridiplantae
CHP01289	光叶海桐叶	山枝叶	guang ye hai tong ye	Pittosporum glabratum	Viridiplantae
CHP01290	光叶石楠		guang ye shi nan	Photinia glabra	Viridiplantae
CHP01291	光枝勾儿茶	鸭公藤	guang zhi gou er cha	Smoothbranched Supplejack	Viridiplantae
CHP01292	桄榔子	桄榔面	guang lang zi	Arenga pinnata	Viridiplantae
CHP01293	广东升麻		guang dong sheng ma	Leuzea chinensis	Viridiplantae
CHP01294	广东万年青	粤万年青	guang dong wan nian qing	Aglaonema modestum	Viridiplantae
CHP01295	广防己	排草	guang fang ji	Fangchi	Viridiplantae
CHP01296	广金钱草	广东金钱草	guang jin qian cao	Wallich Madder	Viridiplantae
CHP01297	广石豆兰		guang shi dou lan	Bulbophyllum kwangtungense	Viridiplantae
CHP01298	广藤根		guang teng gen	Sabia discolor	Viridiplantae
CHP01299	广西莪术		guang xi e shu	rhizome of Kwangsi Turmeric	Viridiplantae
CHP01300	广西过路黄		guang xi guo lu huang	Lysimachia alfredii	Viridiplantae
CHP01301	广西花点草根		guang xi hua dian cao gen	Oreocnide kwangsiensis	Viridiplantae
CHP01302	广西九里香		guang xi jiu li xiang	Kwangsi Jasminorange	Viridiplantae
CHP01303	广西九里香根		guang xi jiu li xiang gen	Murraya kwangsiensis	Viridiplantae
CHP01304	广西十大功劳		guang xi shi da gong lao	Mahonia shenii	Viridiplantae
CHP01305	广香藤	钻山风	guang xiang teng	Fissistigma oldhamii	Viridiplantae
CHP01306	广州耳草		guang zhou er cao	Hedyotis cantoniensis	Viridiplantae
CHP01307	广州山柑		guang zhou shan gan	Capparis cantoniensis	Viridiplantae
CHP01308	鬼点灯		gui dian deng	Bothriospermum tenellum	Viridiplantae
CHP01309	鬼箭锦鸡儿	狼麻	gui jian jin ji er	Shagspine Peashrub	Viridiplantae
CHP01310	鬼箭羽		gui jian yu	Ramulus Euonymi	Viridiplantae
CHP01311	鬼柳树		gui liu shu	Olea europaea	Viridiplantae
CHP01312	鬼针草	白花鬼针草|三叶鬼针草	gui zhen cao	all-grass of Spanishneedles	Viridiplantae
CHP01313	贵州花椒		gui zhou hua jiao	Zanthoxylum esquirolii	Viridiplantae
CHP01314	贵州獐牙菜		gui zhou zhang ya cai	Guizhou Swertia	Viridiplantae
CHP01315	桂丁		gui ding	Fructus Cinnamomi cassiae	Viridiplantae
CHP01316	桂花		gui hua	Sweet Osmanthus	Viridiplantae
CHP01317	桂花露		gui hua lu	Osmanthus fragrans	Viridiplantae
CHP01318	桂花岩陀		gui hua yan tuo	Daphne feddei	Viridiplantae
CHP01319	桂花枝		gui hua zhi	Osmanthus fragrans	Viridiplantae
CHP01320	桂花子		gui hua zi	Osmanthus fragrans	Viridiplantae
CHP01321	桂木干		gui mu gan	Artocarpus hypargyreus	Viridiplantae
CHP01322	桂木根		gui mu gen	Artocarpus nitidus	Viridiplantae
CHP01323	桂皮	桂皮油	gui pi	Japanese Cinnamon	Viridiplantae
CHP01324	桂皮紫萁		gui pi zi qi	Osmundastrum cinnamomeum	Viridiplantae
CHP01325	桂叶素馨		gui ye su xin	Jasminum laurifolium	Viridiplantae
CHP01326	桂枝	桂子	gui zhi	Ramulus Cinnamomi	Viridiplantae
CHP01327	桂竹香		gui zhu xiang	Common Wallflower	Viridiplantae
CHP01328	锅粑		guo ba	Oryza sativa	Viridiplantae
CHP01329	过路惊		guo lu jing	Tashiroea quadrangularis	Viridiplantae
CHP01330	过山龙		guo shan long	Ampelopsis japonica	Viridiplantae
CHP01331	咳喘木		ke chuan mu	Ardisia filiformis	Viridiplantae
CHP01332	咳嗽草	萼果香薷	ke sou cao	Elsholtzia densa	Viridiplantae
CHP01333	孩儿茶		hai er cha	Acacia catechu	Viridiplantae
CHP01334	海带	昆布|裙带菜	hai dai	Ellgrass	Algae
CHP01335	海带根		hai dai gen	Saccharina japonica	Algae
CHP01336	海红		hai hong	Malus micromalus	Viridiplantae
CHP01337	海红豆		hai hong dou	Adenanthera pavonina	Viridiplantae
CHP01338	海金砂	金沙藤|海金沙	hai jin sha	Lygodium japonicum	Viridiplantae
CHP01339	海韭菜		hai jiu cai	Shore Podgrass	Viridiplantae
CHP01340	海南粗榧		hai nan cu fei	Hainan Plumyew	Viridiplantae
CHP01341	海南虎皮楠		hai nan hu pi nan	Daphniphyllum paxianum	Viridiplantae
CHP01342	海南买麻藤		hai nan mai ma teng	Hainan Jointfir	Viridiplantae
CHP01343	海茄子		hai qie zi	Solanum capsicastrum	Viridiplantae
CHP01344	海藻	方海	hai zao	Sargassum	Algae
CHP01345	海州骨碎补		hai zhou gu sui bu	Squirrel’s Foot Fern	Viridiplantae
CHP01346	含羞草		han xiu cao	Sensitive Plant	Viridiplantae
CHP01347	韩信草		han xin cao	Indian Skullcap	Viridiplantae
CHP01348	蔊菜		han cai	Indian  Rorippa	Viridiplantae
CHP01349	旱莲花		han lian hua	Common Nasturtium	Viridiplantae
CHP01350	旱芹		han qin	Wildcelery	Viridiplantae
CHP01351	诃子	绒毛诃子	he zi	Medicine Termilia Fruit	Viridiplantae
CHP01352	诃子叶		he zi ye	Medicine Terminalia Leaf	Viridiplantae
CHP01353	禾秆蹄盖蕨		he gan ti gai jue	Athyrium yokoscense	Viridiplantae
CHP01354	禾叶风毛菊		he ye feng mao ju	Grassleaf Saussurea	Viridiplantae
CHP01355	合欢花		he huan hua	Albizia Flower	Viridiplantae
CHP01356	合欢皮		he huan pi	Silktree Albizia Bark	Viridiplantae
CHP01357	何首乌	制何首乌|首乌|制首乌|制何首鸟	he shou wu	Tuber Fleeceflower;Polygonum multiflorum	Viridiplantae
CHP01358	何首乌叶		he shou wu ye	Fallopia multiflora	Viridiplantae
CHP01359	河套大黄		he tao dai huang	River-bend Rhubarb*	Viridiplantae
CHP01360	荷包牡丹根		he bao mu dan gen	Showy Bleedingheart Root	Viridiplantae
CHP01361	荷蒂		he di	Nelumbo nucifera	Viridiplantae
CHP01362	荷梗		he geng	Petiolus Nelmbinis	Viridiplantae
CHP01363	荷花玉兰		he hua yu lan	Southern Magnolia	Viridiplantae
CHP01364	荷叶	鲜荷叶	he ye	Lotus leaf	Viridiplantae
CHP01365	荷叶蒂		he ye di	Nelumbo nucifera	Viridiplantae
CHP01366	核桃楸果仁	胡桃楸	he tao qiu guo ren	Juglans mandshurica	Viridiplantae
CHP01367	核桃仁	核桃馏油|核桃|核桃油|胡桃仁	he tao ren	Semen Juglandis	Viridiplantae
CHP01368	盒果藤		he guo teng	Operculina turpethum	Viridiplantae
CHP01369	鹤草芽	仙鹤草根芽	he cao ya	Agrimonia pilosa	Viridiplantae
CHP01370	鹤虱	北鹤虱|天名精	he shi	Common Carpesium Fruit	Viridiplantae
CHP01371	黑草		hei cao	Buchnera cruciata	Viridiplantae
CHP01372	黑大豆花		hei da dou hua	Glycine max	Viridiplantae
CHP01373	黑顶卷柏		hei ding juan bai	Selaginella picta	Viridiplantae
CHP01374	黑豆	穞豆|黑大豆|黑豆馏油	hei dou	Semen Sojae Nigrum	Viridiplantae
CHP01375	黑豆衣	穞豆衣|黑大豆皮	hei dou yi	Glycine max	Viridiplantae
CHP01376	黑杠柳		hei gang liu	Black Silkvine	Viridiplantae
CHP01377	黑藁本		hei gao ben	Conioselinum pteridophyllum	Viridiplantae
CHP01378	黑枸杞		hei gou qi	Lycium ruthenicum	Viridiplantae
CHP01379	黑骨走马		hei gu zou ma	Gomphandra tetrandra	Viridiplantae
CHP01380	黑虎耳草		hei hu er cao	Micranthes atrata	Viridiplantae
CHP01381	黑壳楠		hei ke nan	Largeleaf Spicebush	Viridiplantae
CHP01382	黑老虎	黑老虎根	hei lao hu	Kadsurae Coccineae Radix Et Caulis	Viridiplantae
CHP01383	黑面防己		hei mian fang ji	Aristolochia tagala	Viridiplantae
CHP01384	黑面叶		hei mian ye	Breynia fruticosa	Viridiplantae
CHP01385	黑面叶根		hei mian ye gen	Breynia fruticosa	Viridiplantae
CHP01386	黑皮跌打		hei pi die da	Fissistigma polyanthum	Viridiplantae
CHP01387	黑水翠雀		hei shui cui que	Potanin Larkspur Variety	Viridiplantae
CHP01388	黑穗画眉草		hei sui hua mei cao	Eragrostis nigra	Viridiplantae
CHP01389	黑塔子		hei ta zi	Diospyros cathayensis	Viridiplantae
CHP01390	黑塔子根		hei ta zi gen	Diospyros cathayensis	Viridiplantae
CHP01391	黑细辛		hei xi xin	Chloranthus fortunei	Viridiplantae
CHP01392	黑腺珍珠菜		hei xian zhen zhu cai	Lysimachia heterogenea	Viridiplantae
CHP01393	黑心姜		hei xin jiang	Curcuma caesia	Viridiplantae
CHP01394	黑心解		hei xin jie	Aconitum stapfianum	Viridiplantae
CHP01395	黑血藤		hei xue teng	Mucuna macrocarpa	Viridiplantae
CHP01396	黑阳参		hei yang can	Antiotrema dunnianum	Viridiplantae
CHP01397	黑脂麻		hei zhi ma	Sesamum indicum	Viridiplantae
CHP01398	黑种草		hei zhong cao	Jackinprison	Viridiplantae
CHP01399	黑种草子		hei zhong cao zi	Nigella glandulifera	Viridiplantae
CHP01400	黑珠芽薯蓣		hei zhu ya shu yu	Dioscorea melanophyma	Viridiplantae
CHP01401	横经席		heng jing xi	Calophyllum membranaceum	Viridiplantae
CHP01402	横经席叶		heng jing xi ye	Calophyllum membranaceum	Viridiplantae
CHP01403	衡州乌药		heng zhou wu yao	Laurelleaf Snailseed	Viridiplantae
CHP01404	红半边莲		hong ban bian lian	Begonia crassirostris	Viridiplantae
CHP01405	红背酸藤		hong bei suan teng	Urceola rosea	Viridiplantae
CHP01406	红背叶		hong bei ye	Alchornea trewioides	Viridiplantae
CHP01407	红萆薢		hong bi xie	Smilax mairei	Viridiplantae
CHP01408	红参		hong can	Red Ginseng	Viridiplantae
CHP01409	红车轴草		hong che zhou cao	Red Clover	Viridiplantae
CHP01410	红陈艾		hong chen ai	Artemisia selengensis	Viridiplantae
CHP01411	红椽木子		hong chuan mu zi	Castanopsis hystrix	Viridiplantae
CHP01412	红椿		hong chun	Burma Toon	Viridiplantae
CHP01413	红楤木		hong song mu	Aralia echinocaulis	Viridiplantae
CHP01414	红豆蔻	大良姜|大高良姜	hong dou kou	Galanga galangal fruit	Viridiplantae
CHP01415	红豆七		hong dou qi	Illigera grandiflora	Viridiplantae
CHP01416	红豆杉		hong dou shan	Chinese Yew	Viridiplantae
CHP01417	红枫荷		hong feng he	Artocarpus styracifolius	Viridiplantae
CHP01418	红麸杨		hong fu yang	Rhus punjabensis	Viridiplantae
CHP01419	红根		hong gen	Arisaema calcareum	Viridiplantae
CHP01420	红根草		hong gen cao	Hispid Sage	Viridiplantae
CHP01421	红果参		hong guo can	Cyclocodon lancifolius	Viridiplantae
CHP01422	红果楠		hong guo nan	Actinodaphne cupularis	Viridiplantae
CHP01423	红旱莲		hong han lian	Herba hyperici	Viridiplantae
CHP01424	红厚壳	海棠果|滇南红厚壳	hong hou ke	Kalofilum	Viridiplantae
CHP01425	红花	草红花|精制红花油	hong hua	Safflower	Viridiplantae
CHP01426	红花杜鹃		hong hua du juan	Rhododendron arboreum	Viridiplantae
CHP01427	红花栝楼		hong hua gua lou	Trichosanthes pubera	Viridiplantae
CHP01428	红花寄生		hong hua ji sheng	Scurrula parasitica	Viridiplantae
CHP01429	红花锦鸡儿		hong hua jin ji er	Caragana rosea	Viridiplantae
CHP01430	红花龙胆	小龙胆草	hong hua long dan	Redflower Gentian	Viridiplantae
CHP01431	红花鹿蹄草		hong hua lu ti cao	Redflower Pyrola	Viridiplantae
CHP01432	红花绿绒蒿		hong hua lv rong hao	Redflower Meconopsis	Viridiplantae
CHP01433	红花苗		hong hua miao	Carthamus tinctorius L.	Viridiplantae
CHP01434	红花木莲		hong hua mu lian	Magnolia insignis	Viridiplantae
CHP01435	红花青藤		hong hua qing teng	Illigera rhodantha	Viridiplantae
CHP01436	红花山牵牛		hong hua shan qian niu	Thunbergia coccinea	Viridiplantae
CHP01437	红花雪莲花		hong hua xue lian hua	Primula sonchifolia	Viridiplantae
CHP01438	红花岩松	石上开花	hong hua yan song	Sinocrassula indica	Viridiplantae
CHP01439	红花月见草		hong hua yue jian cao	Oenothera rosea	Viridiplantae
CHP01440	红花子		hong hua zi	Carthamus tinctorius	Viridiplantae
CHP01441	红铧头草	走边疆	hong hua tou cao	Viola acuminata	Viridiplantae
CHP01442	红茴香根	红毒茴|土八角	hong hui xiang gen	Illicium henryi	Viridiplantae
CHP01443	红茴香叶		hong hui xiang ye	Illicium henryi	Viridiplantae
CHP01444	红活麻		hong huo ma	Urtica thunbergiana	Viridiplantae
CHP01445	红鸡踢香		hong ji ti xiang	Elaeagnus henryi	Viridiplantae
CHP01446	红鸡踢香根		hong ji ti xiang gen	Elaeagnus henryi	Viridiplantae
CHP01447	红茎黄芩	血沟丹	hong jing huang qin	Scutellaria yunnanensis	Viridiplantae
CHP01448	红荆芥		hong jing jie	Teucrium ornatum	Viridiplantae
CHP01449	红景天	宽瓣红景天|大花红景天|圣地红景天	hong jing tian	all-grass of Rhodiola;Rhodiola rosea	Viridiplantae
CHP01450	红筷子		hong kuai zi	Great Willowherb (Firewood)	Viridiplantae
CHP01451	红葵		hong kui	Solanum lyratum	Viridiplantae
CHP01452	红郎伞		hong lang san	Sterculia hainanensis	Viridiplantae
CHP01453	红榔木		hong lang mu	Ulmus androssowii	Viridiplantae
CHP01454	红簕钩		hong le gou	Rubus pyrifolius	Viridiplantae
CHP01455	红莲子草		hong lian zi cao	Alternanthera bettzickiana	Viridiplantae
CHP01456	红马蹄草		hong ma ti cao	Hydrocotyle nepalensis	Viridiplantae
CHP01457	红马蹄乌		hong ma ti wu	Oxyria sinensis	Viridiplantae
CHP01458	红毛草		hong mao cao	Murdannia nudiflora	Viridiplantae
CHP01459	红毛对筋草		hong mao dui jin cao	Lysimachia hypericoides	Viridiplantae
CHP01460	红毛七		hong mao qi	Robust Leontice	Viridiplantae
CHP01461	红毛蛇		hong mao she	Humata repens	Viridiplantae
CHP01462	红毛悬钩子	老虎泡	hong mao xuan gou zi	Rubus pinfaensis	Viridiplantae
CHP01463	红毛野海棠		hong mao ye hai tang	Tuberculate Bredia	Viridiplantae
CHP01464	红毛叶马蹄香		hong mao ye ma ti xiang	Ainsliaea elegans	Viridiplantae
CHP01465	红毛走马胎		hong mao zou ma tai	Ardisia mamillata	Viridiplantae
CHP01466	红帽顶		hong mao ding	Mallotus barbatus	Viridiplantae
CHP01467	红门兰		hong men lan	Dactylorhiza incarnata	Viridiplantae
CHP01468	红绵藤		hong mian teng	Rubus hastifolius	Viridiplantae
CHP01469	红母鸡草		hong mu ji cao	Hookedhairypod Tickclover	Viridiplantae
CHP01470	红木香	长梗南五味子	hong mu xiang	Kadsura longipedunculata	Viridiplantae
CHP01471	红木子		hong mu zi	Carrierea calycina	Viridiplantae
CHP01472	红楠		hong nan	Red Nanmu Bark	Viridiplantae
CHP01473	红楠皮		hong nan pi	Red Nanmu Bark	Viridiplantae
CHP01474	红牛毛刺		hong niu mao ci	Rubus adenophorus	Viridiplantae
CHP01475	红牛尾七		hong niu wei qi	Rheum forrestii	Viridiplantae
CHP01476	红皮		hong pi	Styrax suberifolius	Viridiplantae
CHP01477	红芪	炙红芪	hong qi	Prepared Manyinflorescenced Sweetvetch Root	Viridiplantae
CHP01478	红千层		hong qian ceng	Callistemon rigidus	Viridiplantae
CHP01479	红茄苳		hong jia dong	Rhizophora mucronata	Viridiplantae
CHP01480	红雀珊瑚	玉带根	hong que shan hu	Euphorbia tithymaloides	Viridiplantae
CHP01481	红色新月蕨		hong se xin yue jue	Menisciopsis lakhimpurensis	Viridiplantae
CHP01482	红杉	小朴松实	hong shan	Larix potaninii	Viridiplantae
CHP01483	红苕母子		hong shao mu zi	Ipomoea batatas	Viridiplantae
CHP01484	红树皮		hong shu pi	Bruguiera gymnorhiza	Viridiplantae
CHP01485	红酸七		hong suan qi	Tricyrtis macropoda	Viridiplantae
CHP01486	红藤	丰城鸡血藤|大血藤|草红藤|活血藤	hong teng	Sargentodoxa cuneata	Viridiplantae
CHP01487	红藤蓼		hong teng liao	Bistorta emodi	Viridiplantae
CHP01488	红头草		hong tou cao	Malay Blumea	Viridiplantae
CHP01489	红线麻		hong xian ma	Laportea cuspidata	Viridiplantae
CHP01490	红香树		hong xiang shu	Anneslea fragrans	Viridiplantae
CHP01491	红香藤		hong xiang teng	Dalbergia hancei	Viridiplantae
